state,YYYY-MM-DD,daily_rain,max_temp,min_temp,radiation,rh_tmax,rh_tmin
NSW,2019-02-03,0.76,33.57,19.56,26.03,40.49,86.87
NSW,2019-02-04,1.51,33.77,19.54,23.16,38.74,85.26
NSW,2019-02-05,2.06,30.5,20.25,19.24,48.22,83.17
NSW,2019-02-06,4.15,31.14,19.26,23.88,45.42,87.55
NSW,2019-02-07,1.38,30.67,19.16,20.56,45.8,87.46
NSW,2019-02-08,4.23,30.53,18.85,18.61,47.44,91.04
NSW,2019-02-09,6.45,28.05,16.79,22.37,46.95,88.91
NSW,2019-02-10,1.34,26.6,11.77,27.68,32.36,79.61
NSW,2019-02-11,0.13,30.23,12.52,27.76,32.8,89.64
NSW,2019-02-12,0.0,32.67,14.7,25.76,25.75,72.53
NSW,2019-02-13,0.2,26.06,14.46,25.76,33.99,68.18
NSW,2019-02-14,0.38,26.63,12.5,22.44,36.57,80.89
NSW,2019-02-15,0.14,29.25,14.06,25.96,35.36,85.16
NSW,2019-02-16,0.11,29.9,15.1,23.47,36.56,84.89
NSW,2019-02-17,0.07,32.64,14.91,25.95,32.03,85.66
NSW,2019-02-18,0.01,34.61,16.86,23.13,29.56,78.39
NSW,2019-02-19,0.49,31.18,17.68,23.8,36.58,77.76
NSW,2019-02-20,0.85,28.91,16.01,21.13,42.46,85.99
NSW,2019-02-21,1.56,28.31,16.61,18.88,47.3,87.88
NSW,2019-02-22,3.54,27.39,16.52,21.48,42.6,78.65
NSW,2019-02-23,0.92,27.23,14.67,21.95,39.99,81.54
NSW,2019-02-24,0.77,26.6,15.16,21.87,38.07,73.8
NSW,2019-02-25,0.35,27.61,14.01,22.42,38.86,84.06
NSW,2019-02-26,0.33,29.97,14.17,22.06,35.62,86.46
NSW,2019-02-27,0.06,29.43,15.56,20.21,38.67,81.78
NSW,2019-02-28,0.14,30.02,16.92,20.28,39.89,83.17
NSW,2019-03-01,0.23,30.16,16.51,21.96,39.31,84.29
NSW,2019-03-02,0.8,29.76,17.17,20.68,42.02,84.69
NSW,2019-03-03,0.6,31.0,17.01,22.05,39.1,84.73
NSW,2019-03-04,0.34,32.61,16.99,21.54,35.7,83.73
NSW,2019-03-05,0.61,31.92,17.8,19.15,37.88,83.09
NSW,2019-03-06,1.49,28.4,17.37,16.87,44.48,80.72
NSW,2019-03-07,1.48,24.77,11.59,17.73,37.94,79.03
NSW,2019-03-08,1.89,29.88,13.64,19.4,36.64,89.61
NSW,2019-03-09,0.8,30.04,17.18,16.67,41.25,82.32
NSW,2019-03-10,2.37,31.56,16.6,19.24,39.56,89.52
NSW,2019-03-11,0.46,30.25,16.67,20.87,39.02,84.32
NSW,2019-03-12,0.28,29.53,15.79,21.97,39.14,87.66
NSW,2019-03-13,0.31,25.75,13.95,15.43,43.83,82.8
NSW,2019-03-14,0.67,27.68,15.44,15.58,44.97,85.91
NSW,2019-03-15,5.36,26.7,13.69,17.16,43.03,85.37
NSW,2019-03-16,5.46,25.57,15.57,13.06,53.81,89.29
NSW,2019-03-17,9.15,24.26,16.29,11.55,58.83,90.39
NSW,2019-03-18,13.43,26.04,15.13,13.96,54.25,93.41
NSW,2019-03-19,3.96,27.77,15.83,16.45,50.16,92.81
NSW,2019-03-20,1.77,28.75,16.13,18.36,47.48,93.17
NSW,2019-03-21,0.89,29.47,16.67,18.23,46.61,91.91
NSW,2019-03-22,1.02,28.1,17.63,13.68,51.74,89.36
NSW,2019-03-23,5.6,29.74,15.54,15.6,42.75,91.29
NSW,2019-03-24,1.96,29.24,17.76,14.16,48.45,91.0
NSW,2019-03-25,4.85,24.19,18.31,8.46,63.15,88.13
NSW,2019-03-26,2.45,22.55,12.71,17.58,44.18,80.81
NSW,2019-03-27,1.6,23.22,10.1,15.23,44.47,91.75
NSW,2019-03-28,0.66,26.31,12.25,17.42,43.07,94.2
NSW,2019-03-29,0.54,26.8,14.51,13.27,46.72,90.27
NSW,2019-03-30,21.82,19.6,14.28,11.62,69.14,92.29
NSW,2019-03-31,4.51,18.92,7.43,16.76,37.81,78.65
NSW,2019-04-01,0.9,21.63,7.51,16.7,43.32,96.21
NSW,2019-04-02,2.01,23.07,10.56,14.35,51.04,97.58
NSW,2019-04-03,2.48,25.43,11.89,17.05,46.03,95.67
NSW,2019-04-04,0.74,23.68,13.31,13.06,53.07,90.88
NSW,2019-04-05,1.98,24.19,14.16,14.39,52.19,90.77
NSW,2019-04-06,0.78,26.67,14.17,16.64,44.79,90.93
NSW,2019-04-07,0.03,27.69,11.97,18.02,38.97,92.36
NSW,2019-04-08,0.01,28.52,12.31,17.01,34.69,87.72
NSW,2019-04-09,0.1,24.08,14.12,14.68,43.38,77.82
NSW,2019-04-10,0.23,20.21,7.86,16.08,42.29,88.14
NSW,2019-04-11,0.32,21.66,7.98,15.43,43.59,94.03
NSW,2019-04-12,0.43,23.09,9.57,15.27,46.22,95.05
NSW,2019-04-13,0.49,24.33,9.42,15.15,41.64,92.95
NSW,2019-04-14,0.08,23.13,11.36,13.02,46.11,88.1
NSW,2019-04-15,0.46,23.95,11.69,15.13,46.34,89.49
NSW,2019-04-16,0.72,24.74,11.59,15.03,45.67,90.12
NSW,2019-04-17,1.09,25.03,11.91,15.39,46.59,91.28
NSW,2019-04-18,0.65,25.52,11.85,15.36,44.0,91.0
NSW,2019-04-19,0.62,25.47,13.43,14.11,48.66,91.79
NSW,2019-04-20,1.85,26.31,13.28,14.86,49.2,94.03
NSW,2019-04-21,0.63,25.78,14.26,13.33,51.33,92.42
NSW,2019-04-22,3.65,23.86,14.13,11.89,57.47,95.39
NSW,2019-04-23,1.86,23.95,14.11,12.58,56.08,95.19
NSW,2019-04-24,0.82,24.51,13.47,13.72,53.52,96.08
NSW,2019-04-25,0.29,24.92,12.34,13.48,50.23,96.21
NSW,2019-04-26,0.02,23.2,11.44,13.91,47.42,92.33
NSW,2019-04-27,0.13,19.27,6.76,14.64,38.24,83.79
NSW,2019-04-28,0.05,21.32,5.34,14.89,36.13,92.74
NSW,2019-04-29,0.02,21.93,5.85,13.94,41.53,97.04
NSW,2019-04-30,0.05,22.77,8.69,12.21,47.97,97.56
NSW,2019-05-01,0.7,22.2,13.1,7.99,58.86,96.12
NSW,2019-05-02,1.96,23.73,14.67,9.42,60.21,96.42
NSW,2019-05-03,8.94,20.63,14.81,7.54,69.67,96.05
NSW,2019-05-04,6.55,18.4,10.95,10.43,61.19,93.95
NSW,2019-05-05,1.3,17.95,7.24,12.53,52.7,96.24
NSW,2019-05-06,1.17,18.58,6.57,13.63,49.03,95.15
NSW,2019-05-07,0.05,19.53,4.74,13.59,45.11,98.73
NSW,2019-05-08,0.8,17.4,6.73,11.85,51.24,93.97
NSW,2019-05-09,0.17,18.67,3.97,12.98,43.39,96.83
NSW,2019-05-10,0.58,16.07,6.93,7.69,59.54,95.2
NSW,2019-05-11,4.0,15.69,6.17,11.63,50.01,89.77
NSW,2019-05-12,0.04,18.19,4.96,12.59,47.04,97.07
NSW,2019-05-13,0.51,19.81,5.1,11.89,47.77,98.46
NSW,2019-05-14,0.19,20.34,6.7,12.45,46.43,95.89
NSW,2019-05-15,0.07,20.12,5.16,12.32,45.15,97.14
NSW,2019-05-16,0.25,19.84,6.58,11.35,50.86,98.01
NSW,2019-05-17,0.58,21.2,7.35,11.85,47.37,97.97
NSW,2019-05-18,0.19,21.46,6.88,12.18,45.1,97.54
NSW,2019-05-19,0.24,20.97,7.67,11.31,49.51,96.68
NSW,2019-05-20,0.45,21.59,8.8,10.47,48.99,95.61
NSW,2019-05-21,0.3,22.52,8.7,11.48,47.66,97.76
NSW,2019-05-22,0.03,22.27,7.7,11.95,45.68,97.7
NSW,2019-05-23,0.06,21.6,7.44,11.64,46.2,96.48
NSW,2019-05-24,0.28,21.1,6.36,10.66,43.44,95.26
NSW,2019-05-25,0.29,22.14,7.51,11.06,40.8,93.18
NSW,2019-05-26,2.01,18.66,8.2,11.24,52.13,93.72
NSW,2019-05-27,1.35,15.11,5.73,9.79,53.98,91.57
NSW,2019-05-28,1.02,14.02,3.1,10.43,46.54,89.76
NSW,2019-05-29,2.31,14.76,5.95,9.72,52.76,87.31
NSW,2019-05-30,1.07,12.68,3.1,11.17,47.83,87.69
NSW,2019-05-31,0.09,14.39,1.82,10.08,48.8,95.37
NSW,2019-06-01,0.03,16.68,3.18,10.12,47.41,97.57
NSW,2019-06-02,2.31,16.35,4.69,9.1,55.41,98.78
NSW,2019-06-03,1.92,13.33,6.29,8.1,67.11,98.17
NSW,2019-06-04,8.34,12.39,4.24,9.01,55.86,93.4
NSW,2019-06-05,3.73,13.89,3.75,9.91,51.56,94.53
NSW,2019-06-06,0.8,16.0,1.6,11.3,43.05,97.49
NSW,2019-06-07,0.13,17.37,2.97,9.85,45.97,97.89
NSW,2019-06-08,0.43,14.56,5.89,5.86,64.61,98.11
NSW,2019-06-09,0.63,17.77,6.56,9.74,56.57,99.08
NSW,2019-06-10,0.5,19.12,7.06,8.64,57.37,98.81
NSW,2019-06-11,2.16,20.69,6.32,11.03,48.7,98.43
NSW,2019-06-12,0.06,20.02,6.37,8.98,50.03,97.81
NSW,2019-06-13,2.97,18.6,9.43,8.03,59.66,94.75
NSW,2019-06-14,0.51,16.63,5.45,9.8,52.93,96.8
NSW,2019-06-15,0.31,16.45,4.19,10.03,53.12,98.35
NSW,2019-06-16,1.13,14.81,4.73,7.91,61.06,98.9
NSW,2019-06-17,3.04,15.36,4.43,9.62,53.93,98.01
NSW,2019-06-18,1.19,15.44,4.91,8.56,58.17,99.23
NSW,2019-06-19,0.33,13.43,2.34,10.9,53.07,97.19
NSW,2019-06-20,0.08,13.22,0.05,10.18,46.72,97.18
NSW,2019-06-21,0.15,12.12,0.42,10.75,47.96,95.56
NSW,2019-06-22,0.12,13.02,-0.1,10.6,44.28,95.62
NSW,2019-06-23,0.85,13.2,0.87,9.74,49.66,97.23
NSW,2019-06-24,4.63,14.6,3.43,9.21,54.85,99.1
NSW,2019-06-25,4.58,15.94,4.65,9.48,55.89,99.01
NSW,2019-06-26,3.31,16.78,5.49,10.04,54.4,98.09
NSW,2019-06-27,2.22,17.75,5.38,10.6,52.55,98.94
NSW,2019-06-28,1.18,18.72,5.67,10.9,49.49,98.27
NSW,2019-06-29,0.47,18.39,6.04,9.45,51.27,95.92
NSW,2019-06-30,5.05,15.18,5.9,10.59,55.89,94.38
NSW,2019-07-01,0.28,15.79,1.62,10.5,43.92,96.54
NSW,2019-07-02,0.18,17.38,2.66,11.04,39.02,91.67
NSW,2019-07-03,0.03,16.99,1.88,10.41,44.93,98.14
NSW,2019-07-04,1.04,16.46,6.01,9.28,59.29,99.03
NSW,2019-07-05,4.18,17.13,7.74,9.59,60.17,98.3
NSW,2019-07-06,1.79,17.46,7.53,10.25,55.99,96.02
NSW,2019-07-07,1.01,16.94,6.89,9.12,57.34,96.95
NSW,2019-07-08,4.07,15.3,8.62,7.22,71.78,98.77
NSW,2019-07-09,1.26,14.81,4.83,10.69,58.0,98.33
NSW,2019-07-10,0.21,14.53,2.81,10.54,53.99,98.37
NSW,2019-07-11,0.75,15.61,5.12,11.01,49.07,90.93
NSW,2019-07-12,1.51,16.29,5.87,9.76,51.47,91.51
NSW,2019-07-13,2.91,12.54,6.0,10.62,52.98,80.86
NSW,2019-07-14,0.53,12.02,1.42,10.66,47.85,90.25
NSW,2019-07-15,1.15,13.66,3.81,10.85,51.32,91.09
NSW,2019-07-16,0.04,15.52,3.87,10.53,49.85,94.87
NSW,2019-07-17,0.04,15.03,4.07,10.68,50.52,93.79
NSW,2019-07-18,0.66,14.97,4.6,11.74,48.5,90.58
NSW,2019-07-19,0.03,16.01,1.33,11.74,43.24,96.85
NSW,2019-07-20,0.04,17.53,1.05,12.31,39.24,96.41
NSW,2019-07-21,0.04,18.93,2.4,11.95,36.45,93.14
NSW,2019-07-22,0.02,19.21,3.64,11.63,39.37,94.68
NSW,2019-07-23,0.06,19.06,3.11,12.35,36.87,93.39
NSW,2019-07-24,0.5,16.46,5.22,12.47,43.75,85.3
NSW,2019-07-25,0.03,17.02,1.4,12.09,40.44,97.14
NSW,2019-07-26,0.13,16.28,3.05,10.11,47.89,97.07
NSW,2019-07-27,0.24,17.4,4.45,11.91,48.65,97.36
NSW,2019-07-28,0.03,17.35,3.04,12.3,47.16,98.46
NSW,2019-07-29,0.57,16.55,3.02,9.94,49.64,96.94
NSW,2019-07-30,1.98,15.08,5.61,10.37,56.98,96.13
NSW,2019-07-31,1.15,15.42,3.35,11.77,50.5,97.15
NSW,2019-08-01,1.11,16.35,3.14,12.69,48.15,97.84
NSW,2019-08-02,0.29,16.25,2.57,12.52,48.01,98.24
NSW,2019-08-03,0.21,16.61,1.83,12.81,44.01,96.59
NSW,2019-08-04,0.01,16.37,2.06,12.89,43.81,96.8
NSW,2019-08-05,0.01,16.97,2.23,13.2,46.16,98.19
NSW,2019-08-06,0.01,18.04,0.3,13.96,33.54,93.8
NSW,2019-08-07,0.02,18.97,1.87,11.95,31.13,87.1
NSW,2019-08-08,0.81,16.89,4.79,11.29,45.56,90.22
NSW,2019-08-09,2.39,13.96,6.14,12.17,45.76,72.85
NSW,2019-08-10,1.53,11.57,4.65,11.81,50.77,77.76
NSW,2019-08-11,2.27,11.48,3.99,11.49,50.9,81.04
NSW,2019-08-12,1.69,14.44,1.99,13.9,45.55,92.08
NSW,2019-08-13,0.14,15.24,0.64,14.16,44.59,97.7
NSW,2019-08-14,0.03,16.45,0.78,14.11,41.45,96.03
NSW,2019-08-15,0.01,18.23,0.89,14.92,34.89,93.24
NSW,2019-08-16,0.01,20.42,2.53,13.56,28.97,85.65
NSW,2019-08-17,0.23,19.31,3.89,14.84,36.3,87.79
NSW,2019-08-18,0.02,21.69,4.23,13.47,35.34,91.65
NSW,2019-08-19,1.45,13.97,5.35,14.22,45.24,78.05
NSW,2019-08-20,0.21,15.78,1.61,14.49,37.74,86.69
NSW,2019-08-21,0.54,17.75,5.01,13.83,43.51,90.03
NSW,2019-08-22,0.58,16.98,8.28,14.15,45.5,78.47
NSW,2019-08-23,0.05,17.46,1.06,15.87,32.96,89.54
NSW,2019-08-24,0.05,20.65,0.98,16.24,29.14,93.13
NSW,2019-08-25,0.01,19.54,4.1,15.64,35.25,87.88
NSW,2019-08-26,0.34,17.25,4.64,13.59,47.48,93.38
NSW,2019-08-27,0.79,18.0,4.66,14.18,48.22,96.84
NSW,2019-08-28,0.16,17.95,4.09,14.83,47.27,96.26
NSW,2019-08-29,0.32,15.32,3.77,12.81,47.74,92.82
NSW,2019-08-30,5.27,16.0,4.09,13.66,48.91,95.88
NSW,2019-08-31,4.25,18.18,4.24,15.25,46.2,96.46
NSW,2019-09-01,0.73,21.04,3.71,16.61,38.92,97.03
NSW,2019-09-02,0.57,20.68,4.56,17.43,39.2,95.79
NSW,2019-09-03,0.02,24.05,5.16,17.75,28.54,86.07
NSW,2019-09-04,0.0,24.27,5.0,17.13,31.03,88.48
NSW,2019-09-05,0.01,24.18,7.13,16.21,33.76,87.55
NSW,2019-09-06,0.18,24.24,8.07,14.07,34.61,79.48
NSW,2019-09-07,3.25,15.51,7.13,15.89,42.85,71.6
NSW,2019-09-08,0.65,16.03,5.77,16.32,39.64,74.32
NSW,2019-09-09,0.98,14.51,5.52,15.9,39.78,71.68
NSW,2019-09-10,0.4,16.46,2.33,17.93,35.77,86.44
NSW,2019-09-11,0.09,19.81,2.07,18.61,36.5,95.7
NSW,2019-09-12,0.01,22.58,3.26,16.66,28.99,88.56
NSW,2019-09-13,0.06,22.36,5.06,18.84,32.33,85.83
NSW,2019-09-14,0.0,22.46,4.86,19.38,30.23,85.3
NSW,2019-09-15,0.01,25.07,4.2,18.02,25.38,82.89
NSW,2019-09-16,0.16,24.37,8.82,14.78,27.74,61.64
NSW,2019-09-17,8.08,15.49,6.07,10.49,54.5,92.59
NSW,2019-09-18,10.51,18.78,5.13,15.42,49.15,97.39
NSW,2019-09-19,3.67,22.45,8.74,17.16,50.4,97.89
NSW,2019-09-20,1.06,24.25,11.41,18.5,46.82,92.57
NSW,2019-09-21,0.38,22.98,13.72,13.5,49.12,84.28
NSW,2019-09-22,2.4,21.04,10.12,17.81,45.31,87.21
NSW,2019-09-23,0.59,18.76,7.04,18.21,41.68,84.89
NSW,2019-09-24,0.39,18.97,3.13,20.59,35.84,90.27
NSW,2019-09-25,0.03,19.78,4.04,19.07,37.82,92.77
NSW,2019-09-26,0.02,21.02,6.53,18.54,43.22,93.69
NSW,2019-09-27,0.85,23.96,6.27,20.69,33.23,89.09
NSW,2019-09-28,0.01,21.53,7.17,21.8,32.42,77.45
NSW,2019-09-29,0.01,21.21,4.88,21.76,35.32,89.77
NSW,2019-09-30,0.04,20.36,6.21,19.25,41.17,89.94
NSW,2019-10-01,0.75,22.17,7.7,20.86,40.83,92.85
NSW,2019-10-02,0.04,25.47,6.78,22.74,32.88,91.62
NSW,2019-10-03,0.02,28.04,8.76,22.86,27.77,85.41
NSW,2019-10-04,0.03,28.43,9.57,22.26,28.01,81.57
NSW,2019-10-05,2.08,24.22,12.81,15.23,46.49,83.49
NSW,2019-10-06,0.46,29.56,13.65,19.89,33.39,82.48
NSW,2019-10-07,0.03,27.03,12.46,20.71,38.14,83.39
NSW,2019-10-08,0.45,20.98,11.36,17.06,48.09,83.56
NSW,2019-10-09,1.79,18.93,4.95,22.68,35.94,85.43
NSW,2019-10-10,0.11,19.99,5.85,21.3,38.99,91.11
NSW,2019-10-11,1.18,18.96,8.04,15.81,49.51,92.8
NSW,2019-10-12,5.6,17.6,7.84,15.07,53.71,94.11
NSW,2019-10-13,2.15,20.95,7.06,21.22,42.58,94.04
NSW,2019-10-14,0.19,25.24,9.19,21.85,35.07,87.55
NSW,2019-10-15,0.12,27.86,10.62,24.31,34.65,91.0
NSW,2019-10-16,0.18,26.59,12.0,16.66,38.3,84.96
NSW,2019-10-17,3.25,23.04,12.1,22.44,48.42,89.33
NSW,2019-10-18,0.41,23.36,5.72,25.72,26.47,77.35
NSW,2019-10-19,0.01,23.53,6.93,22.86,30.84,77.41
NSW,2019-10-20,0.08,21.49,6.0,25.17,30.69,80.71
NSW,2019-10-21,0.01,24.79,6.92,25.74,32.36,90.91
NSW,2019-10-22,0.01,27.0,8.23,25.78,32.59,90.93
NSW,2019-10-23,0.01,28.82,10.27,25.75,30.74,85.56
NSW,2019-10-24,0.02,30.53,10.99,24.15,26.83,78.98
NSW,2019-10-25,0.14,31.12,14.29,20.27,23.85,66.11
NSW,2019-10-26,1.0,25.21,14.46,23.1,33.19,62.78
NSW,2019-10-27,0.37,22.99,7.32,26.49,27.73,72.87
NSW,2019-10-28,0.07,24.48,7.38,25.15,33.6,88.1
NSW,2019-10-29,0.03,27.75,9.23,26.13,31.63,89.43
NSW,2019-10-30,0.03,28.26,11.92,19.9,32.9,81.24
NSW,2019-10-31,0.1,29.72,12.4,24.27,32.1,83.91
NSW,2019-11-01,0.14,30.16,13.06,25.85,31.45,79.89
NSW,2019-11-02,0.18,28.96,16.0,20.96,36.8,77.4
NSW,2019-11-03,3.72,25.87,15.5,13.76,52.53,92.0
NSW,2019-11-04,13.01,23.64,13.26,23.12,51.82,94.88
NSW,2019-11-05,1.09,19.87,9.66,23.93,42.23,80.89
NSW,2019-11-06,0.25,26.07,6.89,26.67,25.87,83.96
NSW,2019-11-07,0.07,26.08,11.73,26.25,26.54,61.43
NSW,2019-11-08,0.57,24.73,12.3,23.32,34.4,66.55
NSW,2019-11-09,1.72,18.97,7.79,26.03,32.37,67.14
NSW,2019-11-10,0.1,23.08,8.27,25.61,30.4,74.69
NSW,2019-11-11,0.02,27.34,8.17,27.94,31.01,90.81
NSW,2019-11-12,0.01,30.33,11.6,26.0,21.23,62.21
NSW,2019-11-13,0.02,22.61,9.71,28.34,26.79,59.76
NSW,2019-11-14,0.0,25.47,8.55,28.15,28.01,77.16
NSW,2019-11-15,0.01,28.04,10.09,27.96,27.48,77.96
NSW,2019-11-16,0.01,25.65,10.93,26.54,32.32,77.11
NSW,2019-11-17,0.1,24.9,11.01,26.02,36.41,81.31
NSW,2019-11-18,0.21,27.76,10.17,28.57,30.67,85.94
NSW,2019-11-19,0.0,32.86,11.9,29.24,20.54,68.3
NSW,2019-11-20,0.01,31.78,13.62,27.41,29.0,77.35
NSW,2019-11-21,0.02,35.28,16.21,28.2,27.17,75.9
NSW,2019-11-22,0.01,31.05,17.68,23.57,30.93,66.41
NSW,2019-11-23,0.41,29.71,15.42,24.97,34.44,75.66
NSW,2019-11-24,0.83,27.7,14.83,22.09,40.83,84.01
NSW,2019-11-25,1.84,31.15,14.3,25.03,32.8,84.73
NSW,2019-11-26,1.95,28.82,15.49,22.78,35.95,78.71
NSW,2019-11-27,1.42,26.09,8.27,30.2,23.38,69.53
NSW,2019-11-28,0.02,30.04,10.11,29.44,25.37,77.8
NSW,2019-11-29,0.07,32.37,15.64,24.99,29.76,73.44
NSW,2019-11-30,0.58,27.1,16.26,18.23,39.06,71.74
NSW,2019-12-01,1.85,23.23,11.37,19.99,39.17,78.42
NSW,2019-12-02,3.53,20.07,11.68,20.66,42.94,72.19
NSW,2019-12-03,0.71,24.78,8.92,28.67,26.43,70.59
NSW,2019-12-04,0.0,27.2,11.41,30.32,24.86,64.26
NSW,2019-12-05,0.01,30.68,10.82,30.17,21.13,69.02
NSW,2019-12-06,0.02,29.94,13.22,27.82,26.82,69.08
NSW,2019-12-07,0.03,29.13,11.73,28.97,26.94,70.97
NSW,2019-12-08,0.0,30.03,12.87,28.01,32.75,81.66
NSW,2019-12-09,0.05,33.42,16.23,28.07,33.13,82.34
NSW,2019-12-10,0.03,36.04,16.77,28.57,26.92,75.41
NSW,2019-12-11,0.36,30.82,16.17,25.72,32.62,74.3
NSW,2019-12-12,0.59,28.54,14.72,26.42,36.55,80.84
NSW,2019-12-13,0.53,26.23,14.49,21.69,41.17,80.05
NSW,2019-12-14,0.66,29.62,14.1,28.9,35.17,85.08
NSW,2019-12-15,0.1,31.34,15.33,25.4,34.37,82.61
NSW,2019-12-16,0.0,30.96,15.55,29.35,27.5,61.05
NSW,2019-12-17,0.0,30.92,14.39,30.01,30.83,80.05
NSW,2019-12-18,0.0,33.99,15.22,30.11,25.82,75.83
NSW,2019-12-19,0.01,37.78,17.51,27.46,20.19,64.05
NSW,2019-12-20,0.04,35.65,17.58,28.78,25.23,61.77
NSW,2019-12-21,0.0,38.14,19.39,27.71,25.98,72.32
NSW,2019-12-22,0.01,29.43,17.25,22.85,36.37,67.93
NSW,2019-12-23,0.05,30.37,15.55,22.8,34.36,78.22
NSW,2019-12-24,1.09,31.12,17.99,23.21,39.93,78.27
NSW,2019-12-25,3.25,30.7,17.87,25.63,41.42,83.18
NSW,2019-12-26,0.93,32.83,17.37,29.49,34.55,81.5
NSW,2019-12-27,0.13,33.73,17.54,29.12,30.41,75.2
NSW,2019-12-28,0.12,35.13,18.16,26.98,26.58,69.42
NSW,2019-12-29,0.12,35.38,18.96,24.3,27.9,68.42
NSW,2019-12-30,0.03,36.95,18.55,28.56,23.59,65.15
NSW,2019-12-31,0.01,35.83,20.3,25.07,21.92,53.78
NSW,2020-01-01,0.1,32.36,16.79,27.61,28.99,69.31
NSW,2020-01-02,0.3,32.76,16.63,25.48,33.15,79.45
NSW,2020-01-03,0.61,35.92,18.08,28.64,31.91,82.61
NSW,2020-01-04,0.01,40.46,20.45,28.85,23.06,69.36
NSW,2020-01-05,0.07,29.66,19.82,21.69,34.55,56.61
NSW,2020-01-06,0.52,27.39,16.84,16.44,45.7,81.89
NSW,2020-01-07,2.35,33.0,18.15,24.51,40.13,90.2
NSW,2020-01-08,1.34,33.2,19.16,25.84,39.01,83.46
NSW,2020-01-09,0.67,31.63,19.55,21.86,43.13,81.19
NSW,2020-01-10,1.4,37.21,19.67,28.69,33.12,85.21
NSW,2020-01-11,0.3,27.91,17.61,19.12,41.99,74.21
NSW,2020-01-12,0.94,25.75,15.15,19.67,44.33,77.75
NSW,2020-01-13,0.46,29.16,15.27,25.57,36.18,80.29
NSW,2020-01-14,0.1,31.39,16.96,24.68,37.9,83.45
NSW,2020-01-15,0.88,30.81,18.35,19.83,41.82,84.35
NSW,2020-01-16,3.79,29.37,19.02,16.3,50.45,89.91
NSW,2020-01-17,9.65,25.61,16.3,16.07,56.75,91.65
NSW,2020-01-18,12.64,25.86,17.11,15.95,57.62,90.59
NSW,2020-01-19,8.46,29.02,17.55,19.79,48.78,90.16
NSW,2020-01-20,7.53,28.82,17.64,21.15,51.96,94.68
NSW,2020-01-21,4.91,29.69,15.73,27.93,39.22,87.03
NSW,2020-01-22,0.37,34.21,16.01,29.07,31.86,87.32
NSW,2020-01-23,0.45,34.34,19.7,21.31,31.13,70.55
NSW,2020-01-24,3.49,29.14,18.15,23.38,43.98,82.06
NSW,2020-01-25,1.5,30.91,17.63,22.67,43.72,88.67
NSW,2020-01-26,2.13,33.19,19.07,26.28,41.35,87.68
NSW,2020-01-27,1.85,32.97,19.15,25.75,41.18,87.73
NSW,2020-01-28,0.76,33.53,19.42,25.39,38.77,82.95
NSW,2020-01-29,0.69,33.39,18.97,26.87,37.78,80.72
NSW,2020-01-30,0.06,35.72,19.01,27.74,35.07,83.82
NSW,2020-01-31,0.07,38.25,21.6,27.86,33.13,78.51
NSW,2020-02-01,0.02,38.86,24.58,27.23,31.52,69.53
NSW,2020-02-02,0.3,33.53,23.52,21.53,41.5,70.99
NSW,2020-02-03,3.76,29.59,18.34,24.84,40.47,77.82
NSW,2020-02-04,1.94,25.87,13.64,22.53,35.02,66.1
NSW,2020-02-05,0.36,26.93,14.22,19.37,41.65,85.05
NSW,2020-02-06,3.13,24.7,17.23,12.01,60.41,89.53
NSW,2020-02-07,23.64,25.35,17.67,14.28,61.5,92.06
NSW,2020-02-08,14.39,24.3,18.01,10.88,65.3,90.38
NSW,2020-02-09,32.02,22.66,17.88,7.91,70.58,91.53
NSW,2020-02-10,40.16,27.03,16.92,17.7,59.11,98.7
NSW,2020-02-11,8.92,28.37,17.87,19.85,56.13,98.25
NSW,2020-02-12,8.89,27.98,18.5,18.22,59.86,97.64
NSW,2020-02-13,14.22,27.41,19.76,14.81,63.74,93.82
NSW,2020-02-14,8.89,28.84,19.01,23.48,52.17,90.9
NSW,2020-02-15,1.93,30.03,17.82,22.67,48.91,95.73
NSW,2020-02-16,3.96,28.45,18.55,19.27,53.21,91.14
NSW,2020-02-17,3.42,28.36,18.91,16.49,55.73,91.09
NSW,2020-02-18,7.44,31.48,18.16,23.09,46.32,94.03
NSW,2020-02-19,6.03,25.63,16.61,22.63,46.72,79.16
NSW,2020-02-20,0.23,25.52,12.82,25.65,40.11,85.9
NSW,2020-02-21,0.07,26.36,14.51,21.35,44.56,87.76
NSW,2020-02-22,1.18,25.66,15.43,17.28,50.46,88.71
NSW,2020-02-23,1.42,25.32,16.65,14.47,54.84,88.84
NSW,2020-02-24,2.54,27.33,16.39,19.17,51.7,94.24
NSW,2020-02-25,3.0,29.27,16.91,21.21,47.55,93.35
NSW,2020-02-26,0.88,29.19,18.38,20.58,48.46,89.81
NSW,2020-02-27,3.72,26.06,13.71,22.39,42.84,86.44
NSW,2020-02-28,0.2,26.8,12.08,24.69,36.62,83.5
NSW,2020-02-29,0.46,27.77,14.05,22.45,42.07,92.81
NSW,2020-03-01,0.13,30.9,15.22,24.25,40.07,92.28
NSW,2020-03-02,0.02,31.41,16.81,20.88,35.47,80.48
NSW,2020-03-03,0.36,23.48,16.39,10.15,56.3,83.51
NSW,2020-03-04,6.06,22.97,16.89,7.81,70.15,96.87
NSW,2020-03-05,19.75,22.27,17.77,5.82,79.51,98.1
NSW,2020-03-06,17.15,25.67,17.95,17.64,62.96,97.11
